20.3342,17.8684,0,0,0.050595
19.8957,17.8042,0,0,0.100759
19.1674,17.0114,0,0,0.188745
16.1603,14.2129,0,0,0.23886
15.9106,13.9451,0,0,0.288979
18.2569,16.1954,0,0,0.339106
19.9177,17.6346,0,0,0.389285
21.9674,19.7804,0,0,0.439436
20.1953,17.5531,0,0,0.489563
18.2847,16.1559,0,0,0.539707
18.8625,16.7646,0,0,0.589836
17.4989,15.361,0,0,0.639996
19.1105,16.9971,0,0,0.690161
15.6998,13.7701,0,0,0.740292
15.7172,13.6363,0,0,0.790418
20.2363,17.9025,0,0,0.840552
16.5873,14.5422,0,0,0.89072
16.0264,13.9043,0,0,0.94085
15.675,13.5577,0,0,0.991037
16.5753,14.3747,0,0,1.04121
15.4754,13.6053,0,0,1.09138
18.2141,16.0824,0,0,1.14151
20.5545,18.0091,0,0,1.19162
19.7938,17.7152,0,0,1.24175
21.0773,19.0387,0,0,1.2919
20.2327,18.0381,0,0,1.34204
18.7176,16.6737,0,0,1.39221
20.6108,18.4185,0,0,1.44235
21.2685,19.0688,0,0,1.49252
23.2969,20.6442,0,0,1.54284
25.6367,23.328,0,0,1.59299
24.2839,22.1442,0,0,1.64316
23.2044,20.9634,0,0,1.69331
19.8253,17.5112,0,0,1.74352
19.0174,16.5671,0,0,1.79367
16.2295,14.0683,0,0,1.84379
17.2909,15.0728,0,0,1.89401
11.582,9.40653,0,0,1.94434
11.3397,9.00252,0,0,1.99459
12.2901,10.2578,0,0,2.04471
14.9827,13.0368,0,0,2.09484
15.8353,13.6281,0,0,2.14494
10.7648,8.78888,0,0,2.19508
12.7896,10.8186,0,0,2.24518
11.8168,9.77064,0,0,2.29532
14.0165,11.9846,0,0,2.34543
15.1577,13.0104,0,0,2.39554
20.9432,18.9213,0,0,2.44571
19.5627,17.4336,0,0,2.49585
19.4427,17.3858,0,0,2.54599
17.5525,15.5571,0,0,2.59612
18.861,16.7458,0,0,2.64627
13.9338,11.8059,0,0,2.69664
13.1054,10.9384,0,0,2.74689
9.56081,7.62286,0,0,2.79706
9.31516,7.46814,0,0,2.84736
9.61641,7.71784,0,0,2.89773
10.5737,8.54849,0,0,2.94806
10.6595,8.7553,0,0,2.99845
11.2585,9.3904,0,0,3.0486
11.2929,9.4197,0,0,3.09875
12.2448,10.1451,0,0,3.14886
12.2699,10.2027,0,0,3.19914
12.7788,10.9341,0,0,3.24963
13.2153,11.199,0,0,3.29979
14.0291,12.1366,0,0,3.34991
13.4952,11.5755,0,0,3.40005
20.7695,18.7376,0,0,3.45018
17.3567,15.2865,0,0,3.50033
11.8937,10.1058,0,0,3.55048
11.4691,9.65174,0,0,3.60062
13.8245,12.2051,0,0,3.65075
17.295,15.3351,0,0,3.70095
16.8206,15.0461,0,0,3.75116
17.4534,15.6006,0,0,3.8013
16.6346,14.5309,0,0,3.85147
10.6295,8.73075,0,0,3.90177
11.5238,10.1268,0,0,3.95201
16.9558,15.5909,0,0,4.00246
19.3724,17.1098,0,0,4.05266
16.273,14.1619,0,0,4.10282
13.0581,11.0385,0,0,4.15305
12.5105,10.4584,0,0,4.20326
11.9788,10.1332,0,0,4.25342
12.8445,10.8393,0,0,4.30362
14.2149,12.1253,0,0,4.3538
14.726,12.5535,0,0,4.40397
20.371,18.1794,0,0,4.45413
19.5837,17.1111,0,0,4.50431
15.3111,13.1484,0,0,4.55474
20.0912,18.0135,0,0,4.60483
21.6866,19.7382,0,0,4.65498
19.5717,17.3595,0,0,4.70534
14.3666,12.2798,0,0,4.7555
14.7735,12.6131,0,0,4.80562
15.3312,13.3818,0,0,4.85577
9.81837,7.87221,0,0,4.90595
8.80739,7.34193,0,0,4.95614
9.47471,8.03446,0,0,5.00631
11.401,9.85482,0,0,5.05649
11.7623,10.0774,0,0,5.10666
14.0855,12.161,0,0,5.15684
19.6048,17.479,0,0,5.20697
17.7661,15.5615,0,0,5.25708
14.732,12.4994,0,0,5.30721
12.9053,10.9744,0,0,5.35763
12.1257,11.0383,0,0,5.40944
18.3092,15.4721,0,0,5.45958
21.0267,18.8747,0,0,5.50973
15.4143,13.3423,0,0,5.55986
12.9753,10.9329,0,0,5.61001
14.768,12.7816,0,0,5.6604
12.4932,10.4534,0,0,5.71052
12.4862,10.3662,0,0,5.76067
12.3141,10.31,0,0,5.81083
13.3385,11.615,0,0,5.86098
12.5798,10.9969,0,0,5.91114
14.7027,12.8373,0,0,5.9613
14.8316,12.644,0,0,6.01142
13.5968,11.4209,0,0,6.06157
13.5722,11.8393,0,0,6.11173
14.2784,12.44,0,0,6.16183
13.4746,11.6048,0,0,6.21193
12.2095,10.6836,0,0,6.26213
11.8054,10.2745,0,0,6.31229
12.2426,10.7897,0,0,6.36245
13.6946,11.9871,0,0,6.41256
13.1845,11.6175,0,0,6.46269
15.6383,13.9269,0,0,6.51287
14.05,12.4749,0,0,6.56305
16.6508,14.9052,0,0,6.61315
14.1422,12.4409,0,0,6.66331
16.0079,14.1645,0,0,6.71344
16.1131,13.6733,0,0,6.76357
15.6803,13.5291,0,0,6.81371
15.4278,13.3182,0,0,6.8639
15.5701,13.5067,0,0,6.91404
15.6685,13.5405,0,0,6.9642
13.9698,12.1112,0,0,7.01438
13.1849,11.7166,0,0,7.06452
14.204,12.112,0,0,7.11473
14.4698,12.4954,0,0,7.16493
15.4549,13.4279,0,0,7.21528
14.3001,12.1576,0,0,7.26545
14.7406,12.3808,0,0,7.3156
15.6676,13.4637,0,0,7.36583
16.1837,14.3004,0,0,7.416
14.2312,12.5194,0,0,7.46613
13.6372,12.1338,0,0,7.51631
13.0745,11.5735,0,0,7.56645
13.9541,12.2828,0,0,7.6167
13.3643,11.9338,0,0,7.66688
14.4501,12.9356,0,0,7.71702
13.7839,12.0655,0,0,7.7672
14.9636,13.146,0,0,7.81761
14.7768,12.867,0,0,7.86775
13.6692,12.0863,0,0,7.91792
17.6985,16.1361,0,0,7.96808
14.0215,12.2331,0,0,8.01824
15.1816,13.5997,0,0,8.06867
13.7775,11.9748,0,0,8.11909
13.083,11.6861,0,0,8.16938
13.4521,11.8227,0,0,8.21972
13.1982,11.8273,0,0,8.27003
13.3028,11.8064,0,0,8.32024
